,RTT_average,queue_delay_average,end2end_average,Loss_average,send_rate_average,delivery_rate_average
0,34.89293517844137,0.0,34.89293517844137,0.0,39.707064419519305,39.63597960670065
1,47.54071363220494,0.0,47.54071363220494,0.010064043915827997,28.02279169405307,28.060080512351327
2,49.08892586430024,0.0,49.08892586430024,0.0,29.201733732667773,29.20614531336661
3,53.256726457399104,0.0,53.256726457399104,0.008408071748878924,28.787096014947686,28.81577167414051
4,52.89799773328296,0.0,52.89799773328296,0.004722327162825841,28.915394366452585,28.929115980355117
5,53.22498045347928,0.0,53.22498045347928,0.008795934323690384,26.692983064894445,26.741722048475378
6,53.33646322378717,0.0,53.33646322378717,0.013693270735524257,25.641475489827858,25.720291471048515
7,59.05999609145984,0.0,59.05999609145984,0.0,24.304985321086576,24.354463552863006
8,57.64669163545568,0.0,57.64669163545568,0.0,24.50258422971286,24.62002913025385
9,59.20812074829932,0.0,59.20812074829932,0.0,24.246712523809524,24.315529336734695
10,61.53005100909292,0.0,61.53005100909292,0.0,23.966497969394545,24.08041472610335
11,63.617084964310386,0.0,63.617084964310386,0.0,23.298302084273544,23.43682938061248
12,62.16644414775256,0.0,62.16644414775256,0.0,22.756912954161105,22.887078326657765
13,64.4278148745107,0.0,64.4278148745107,0.0,22.66029904121575,22.762044669583236
14,73.3517937219731,0.0,73.3517937219731,0.0,22.305827271748882,22.420780269058298
15,68.4348882410107,0.0,68.4348882410107,0.0,21.305425170068027,21.478826530612242
