,RTT_average,queue_delay_average,end2end_average,Loss_average,send_rate_average,delivery_rate_average
0,30.493340252551462,0.0,30.493340252551462,0.014703338522746929,74.14067314028715,73.8391852620654
1,58.588651196519216,0.0,58.588651196519216,0.006345177664974619,48.314406749818716,48.14870014503263
2,55.04510517799353,0.0,55.04510517799353,0.0040453074433656954,22.2123883592233,22.36441343042071
3,84.37550200803213,0.0,84.37550200803213,0.060240963855421686,15.183692713711991,15.432151462994838
4,76.34960552268245,0.0,76.34960552268245,0.2416173570019724,17.549635329388558,17.706925542406314
5,114.6232590529248,0.0,114.6232590529248,0.02437325905292479,11.557472245125348,11.841894150417827
6,161.0051186598418,0.0,161.0051186598418,0.0,8.376503921824105,8.62315960912052
7,157.2700296735905,0.0,157.2700296735905,0.00423908435777872,8.508038077151335,8.787647308181432
8,152.42220514790625,0.0,152.42220514790625,0.013446023818670765,8.663583121014213,8.928136765270843
9,162.3079739625712,0.0,162.3079739625712,0.0,7.980074974776241,8.24304719283971
10,200.75181260457333,0.0,200.75181260457333,0.15151143335192413,5.715783022866703,6.068856664807584
11,202.67306720565944,0.0,202.67306720565944,0.4779181404749873,6.226692867104599,6.523360282971197
12,194.2054515866558,0.0,194.2054515866558,0.8771928397070788,7.446972393816111,7.585984540276647
13,194.66824034334763,0.0,194.66824034334763,0.6253047210300429,6.8804306334763945,7.027806866952789
14,198.77014925373135,0.0,198.77014925373135,0.9858905472636815,5.972682897512438,6.185427860696518
15,209.67542120911793,0.0,209.67542120911793,1.7971357779980177,5.706613439048563,5.929851337958375
