,time,rtt,queue_delay,packet_loss,server_sending_rate,delivery_rate
0,1639667994,40.0,0.0,0.0,0.0,0.0
1,1639667994,105.0,0.0,0.0,0.0,0.0
2,1639667994,172.0,0.0,0.0,0.0,0.0
3,1639667994,226.0,0.0,0.0,0.0,0.0
4,1639667994,277.0,0.0,0.0,0.0,0.0
5,1639667994,317.0,0.0,0.0,0.0,0.0
6,1639667994,325.0,0.0,0.0,0.0,0.0
7,1639667994,325.0,0.0,0.0,0.0,0.0
8,1639667994,334.0,0.0,0.0,0.0,0.0
9,1639667995,326.0,0.0,0.0,0.0,0.0
10,1639667995,304.0,0.0,0.0,0.0,0.0
11,1639667995,328.0,0.0,0.0,0.0,0.0
12,1639667995,358.0,0.0,0.0,0.0,0.0
13,1639667995,379.0,0.0,0.0,0.0,0.0
14,1639667995,394.0,0.0,0.0,0.0,0.0
15,1639667995,432.0,0.0,0.0,0.0,0.0
16,1639667995,440.0,0.0,0.0,5.883552,0.0
17,1639667995,441.0,0.0,0.0,5.883552,4.29
18,1639667995,430.0,0.0,0.0,5.883552,4.29
19,1639667995,418.0,0.0,0.0,5.883552,4.29
20,1639667995,413.0,0.0,0.0,5.883552,4.29
21,1639667995,412.0,0.0,0.0,5.883552,4.29
22,1639667995,393.0,0.0,0.0,5.883552,4.29
23,1639667995,386.0,0.0,0.0,5.883552,4.29
24,1639667995,353.0,0.0,0.0,5.883552,4.29
25,1639667995,351.0,0.0,0.0,5.883552,4.29
26,1639667996,347.0,0.0,0.0,5.883552,4.29
27,1639667996,313.0,0.0,0.0,5.883552,4.29
28,1639667996,322.0,0.0,0.0,5.883552,4.29
29,1639667996,336.0,0.0,0.0,5.883552,4.29
30,1639667996,320.0,0.0,0.0,5.883552,4.29
31,1639667996,301.0,0.0,0.0,5.883552,4.29
32,1639667996,300.0,0.0,0.0,5.883552,4.29
33,1639667996,275.0,0.0,0.0,6.126064,4.29
34,1639667996,281.0,0.0,0.0,6.126064,4.29
35,1639667996,323.0,0.0,0.0,6.126064,5.69
36,1639667996,346.0,0.0,0.0,6.126064,5.69
37,1639667996,351.0,0.0,0.0,6.126064,5.69
38,1639667996,331.0,0.0,0.0,6.126064,5.69
39,1639667996,317.0,0.0,0.0,6.126064,5.69
40,1639667996,307.0,0.0,0.0,6.126064,5.69
41,1639667996,308.0,0.0,0.0,6.126064,5.69
42,1639667996,326.0,0.0,0.0,6.126064,5.69
43,1639667997,311.0,0.0,0.0,6.126064,5.69
44,1639667997,299.0,0.0,0.0,6.126064,5.69
45,1639667997,295.0,0.0,0.0,6.126064,5.69
46,1639667997,310.0,0.0,0.0,6.126064,5.69
47,1639667997,271.0,0.0,0.0,6.126064,5.69
48,1639667997,274.0,0.0,0.0,6.126064,5.69
49,1639667997,273.0,0.0,0.0,6.126064,5.69
50,1639667997,261.0,0.0,0.0,6.126064,5.69
51,1639667997,248.0,0.0,0.0,8.340304,5.69
52,1639667997,225.0,0.0,0.0,8.340304,8.71
53,1639667997,223.0,0.0,0.0,8.340304,8.71
54,1639667997,227.0,0.0,0.0,8.340304,8.71
55,1639667997,220.0,0.0,0.0,8.340304,8.71
56,1639667997,193.0,0.0,0.0,8.340304,8.71
57,1639667997,200.0,0.0,0.0,8.340304,8.71
58,1639667997,187.0,0.0,0.0,8.340304,8.71
59,1639667997,200.0,0.0,0.0,8.340304,8.71
60,1639667997,185.0,0.0,0.0,8.340304,8.71
61,1639667998,193.0,0.0,0.0,8.340304,8.71
62,1639667998,179.0,0.0,0.0,8.340304,8.71
63,1639667998,181.0,0.0,0.0,8.340304,8.71
64,1639667998,195.0,0.0,0.0,8.340304,8.71
65,1639667998,183.0,0.0,0.0,8.340304,8.71
66,1639667998,194.0,0.0,0.0,8.340304,8.71
67,1639667998,170.0,0.0,0.0,8.340304,8.71
68,1639667998,172.0,0.0,0.0,8.340304,8.71
69,1639667998,168.0,0.0,0.0,10.164416,8.71
70,1639667998,160.0,0.0,0.0,10.164416,8.71
71,1639667998,150.0,0.0,0.0,10.164416,10.87
72,1639667998,146.0,0.0,0.0,10.164416,10.87
73,1639667998,143.0,0.0,0.0,10.164416,10.87
74,1639667998,143.0,0.0,0.0,10.164416,10.87
