,RTT_average,queue_delay_average,end2end_average,Loss_average,send_rate_average,delivery_rate_average
0,27.3853195164076,0.0,27.3853195164076,0.0,65.12727412780657,64.85411744386873
1,28.15355351893481,0.0,28.15355351893481,0.005187618882932734,62.04731392841085,61.795817049974055
2,28.948416132940974,0.0,28.948416132940974,0.0,59.03808270590272,58.7885234550805
3,29.44083969465649,0.0,29.44083969465649,0.008674531575294934,56.41639639694657,56.204233171408745
4,29.5757680958167,0.0,29.5757680958167,0.0,56.206299200833186,55.98893247700052
5,30.41895652173913,0.0,30.41895652173913,0.0,54.439836424347824,54.23358086956521
6,30.646587743732592,0.0,30.646587743732592,0.0,54.92672850139275,54.70718140668522
7,32.24200351493849,0.0,32.24200351493849,0.0,53.05754883374341,52.867583479789104
8,33.499021874444246,0.0,33.499021874444246,0.0,50.193574718121994,50.02497243464344
9,34.33957171135505,0.0,34.33957171135505,0.0,50.12032054129925,49.94564153320137
10,32.84902682798527,0.0,32.84902682798527,0.0,49.001861681220404,48.835302472382956
11,66.29263913824057,0.0,66.29263913824057,0.0,21.375281407540395,21.504057450628366
12,34.78095238095238,0.0,34.78095238095238,0.0,48.12350188104222,47.95475292003594
13,36.714442815249264,0.0,36.714442815249264,0.0,45.685600161290324,45.54008797653958
14,35.835953026196925,0.0,35.835953026196925,0.0,45.70089634688347,45.56924841915086
15,36.89523108083226,0.0,36.89523108083226,0.0,44.27341147044743,44.14058736880869
