,RTT_average,queue_delay_average,end2end_average,Loss_average,send_rate_average,delivery_rate_average
0,28.546519641626464,0.0,28.546519641626464,0.0,77.61960876636802,77.2838266712612
1,33.36396489416624,0.0,33.36396489416624,0.003441748408191361,77.22712833729133,76.88873171571159
2,33.93919282511211,0.0,33.93919282511211,0.003587443946188341,58.137119483408064,57.90808968609865
3,39.459666853827436,0.0,39.459666853827436,0.05053340819764177,45.11409951263336,45.01530413625304
4,44.99239321240491,0.0,44.99239321240491,0.07411741759313438,38.96057151862687,38.800167739418754
5,63.09827624804119,0.0,63.09827624804119,0.04925005596597269,28.875448585627936,28.833749720170132
6,61.947776510832384,0.0,61.947776510832384,0.04561003420752566,25.742369269783353,25.764401368301026
7,62.82586168055868,0.0,62.82586168055868,0.009011038522189683,24.912388847938725,24.865271457535478
8,30.103075170842825,0.0,30.103075170842825,0.02562642369020501,37.21881285649203,37.01989749430523
9,80.60882629107981,0.0,80.60882629107981,0.020657276995305163,30.444003064788728,30.298803755868544
10,62.964834186512356,0.0,62.964834186512356,0.0,22.44814314533719,22.471655909192076
11,61.99150648189539,0.0,61.99150648189539,0.014528386231560126,22.1295652606169,22.1126419311578
12,65.99425562470081,0.0,65.99425562470081,0.004786979415988511,20.8386159770225,20.850236955481094
13,61.69483466609034,0.0,61.69483466609034,0.0,20.595007042143937,20.56408904257618
14,57.004208754208754,0.0,57.004208754208754,0.0,20.510573993265997,20.46447601010101
15,58.30998730427423,0.0,58.30998730427423,0.0,19.460988959796868,19.437458738891237
