,RTT_average,queue_delay_average,end2end_average,Loss_average,send_rate_average,delivery_rate_average
0,27.3570564864398,0.0,27.3570564864398,0.0,65.05079181343929,64.77178614613923
1,28.21038062283737,0.0,28.21038062283737,0.0,61.38500629757786,61.162328719723185
2,29.606969486823857,0.0,29.606969486823857,0.004334257975034674,57.22790183911234,56.99514042995838
3,29.147614917606244,0.0,29.147614917606244,0.0,57.24398321734605,57.01379011274935
4,30.13366851595007,0.0,30.13366851595007,0.0,57.31844167545076,57.11704056865464
5,30.479485396383865,0.0,30.479485396383865,0.0,55.78347927677329,55.54595966620306
6,31.354663394109398,0.0,31.354663394109398,0.0,52.808912316970556,52.613196002805054
7,32.34419658417567,0.0,32.34419658417567,0.0,53.38698977204601,53.16275357267341
8,32.14940308988764,0.0,32.14940308988764,0.0,52.39326928089887,52.20778616573033
9,34.971080938106155,0.0,34.971080938106155,0.0,48.605653481925586,48.46618233115852
10,33.09254680324973,0.0,33.09254680324973,0.010596962204168139,50.64511510561639,50.46878134934652
11,32.928985761996834,0.0,32.928985761996834,0.0,49.31307216874671,49.12659166813148
12,34.507423117709436,0.0,34.507423117709436,0.0,47.116244165429485,46.96251325556733
13,36.401589355017556,0.0,36.401589355017556,0.0036961744594344852,46.72890153834781,46.5784014045463
14,36.60951306636586,0.0,36.60951306636586,0.01316036849031773,40.60447815303628,40.49931190073321
15,40.62466001813237,0.0,40.62466001813237,0.0,42.500237081414326,42.38059111514052
