,RTT_average,queue_delay_average,end2end_average,Loss_average,send_rate_average,delivery_rate_average
0,32.096843615494976,0.0,32.096843615494976,0.0,46.78434067144907,46.654418938307025
1,44.00056497175141,0.0,44.00056497175141,0.0,30.70339329566855,30.744261770244822
2,57.618586441376465,0.0,57.618586441376465,0.009272614877395426,22.817696161549556,23.038304141767977
3,73.32085699535364,0.0,73.32085699535364,0.0,19.03661499225607,19.282898812596798
4,88.11261956186362,0.0,88.11261956186362,0.0,15.810869519284172,16.108466522678185
5,102.7624329159213,0.0,102.7624329159213,0.0,13.795331995706618,14.28032915921288
6,117.47756933115824,0.0,117.47756933115824,0.0,11.990794185970636,12.354192495921696
7,132.92893168271436,0.0,132.92893168271436,0.0,10.634293575424119,11.256377808344796
8,150.65696855936181,0.0,150.65696855936181,0.02346316283435007,11.029840405443453,11.649526044110745
9,162.01777777777778,0.0,162.01777777777778,0.0,9.020456435555554,9.156455555555556
10,181.47074756229685,0.0,181.47074756229685,0.0,9.65700741928494,10.35773022751896
11,193.03423304805793,0.0,193.03423304805793,0.0,7.497596144832126,7.656543778801844
12,207.25495750708214,0.0,207.25495750708214,0.0,7.028748385269123,7.5402549575070825
13,221.2102908277405,0.0,221.2102908277405,0.0,6.591714087994033,7.463810589112604
14,188.97773654916512,0.0,188.97773654916512,6.883098330241187,8.674445120593692,8.57313543599258
15,203.52858809801634,0.0,203.52858809801634,10.90271878646441,7.614318226371062,7.13389731621937
