,time,rtt,queue_delay,packet_loss,server_sending_rate,sending_rate_ewma,delivery_rate,bandwidth
0,1648197931.146,22.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1648197931.198,25.0,0.0,0.0,43.33584,5.41698,0.0,0.0
2,1648197931.249,30.0,0.0,0.0,43.33584,34.60725480077139,40.2,0.0
3,1648197931.302,24.0,0.0,0.0,22.24784,35.58330360758109,40.2,0.0
4,1648197931.359,23.0,0.0,0.0,22.24784,30.064843935986865,24.98,0.0
5,1648197931.413,23.0,0.0,0.0,19.40096,25.59001366797275,24.98,0.0
6,1648197931.465,25.0,0.0,0.0,19.40096,21.831376023675574,19.2,0.0
7,1648197931.517,26.0,0.0,0.0,36.904,28.565917480511878,19.2,0.0
8,1648197931.571,37.0,0.0,0.0,36.904,35.224566448705026,38.41,0.0
9,1648197931.623,45.0,0.0,0.0,45.3392,41.521796713438846,38.41,0.0
10,1648197931.675,36.0,0.0,0.0,45.3392,44.33493443093824,40.93,0.0
11,1648197931.725,47.0,0.0,0.0,33.52992,37.82230127920194,40.93,0.0
12,1648197931.787,23.0,0.0,0.0,33.52992,35.215520545796295,36.94,0.0
13,1648197931.84,26.0,0.0,0.0,31.31568,32.69199193200148,29.7,0.0
14,1648197931.891,35.0,0.0,0.0,31.31568,31.85615205801787,29.7,0.0
15,1648197931.942,46.0,0.0,0.0,32.37008,32.17027589981835,33.06,0.0
16,1648197932.004,25.0,0.0,0.0,31.52656,32.19598552976302,33.06,0.0
17,1648197932.059,31.0,0.0,0.0,31.52656,31.727828007932775,33.27,0.0
18,1648197932.114,48.0,0.0,0.0,29.10144,30.405818514516593,33.27,48.0
19,1648197932.176,23.0,0.0,0.0,29.10144,29.613664099626792,32.64,48.0
20,1648197932.226,22.0,0.0,0.0,29.10144,29.277444767522372,32.64,48.0
21,1648197932.281,25.0,0.0,0.0,29.10144,29.154357206426887,32.95,48.0
22,1648197932.331,26.0,0.0,0.0,32.1592,30.38757759676572,32.95,48.0
23,1648197932.385,26.0,0.0,0.0,32.1592,31.693129415524396,31.48,48.0
24,1648197932.435,39.0,0.0,0.0,38.59104,35.544314309772524,31.48,48.0
25,1648197932.497,23.0,0.0,0.0,30.5776,36.54247788882323,31.27,48.0
26,1648197932.559,24.0,0.0,0.0,30.5776,32.14681368734906,34.84,48.0
27,1648197932.61,22.0,0.0,0.0,17.71392,30.020890575704545,34.84,48.0
28,1648197932.665,26.0,0.0,0.0,17.71392,24.02627517779133,14.9,48.0
29,1648197932.716,25.0,0.0,0.0,26.04368,22.942227584010986,14.9,48.0
30,1648197932.77,29.0,0.0,0.0,26.04368,25.22776361871899,33.27,48.0
31,1648197932.82,37.0,0.0,0.0,45.55008,35.357256426554805,33.27,48.0
32,1648197932.873,42.0,0.0,0.0,45.55008,42.86859706567964,41.45,48.0
33,1648197932.924,27.0,0.0,0.0,30.5776,35.53585012158556,41.45,48.0
34,1648197932.975,25.0,0.0,0.0,30.5776,32.5246845126538,32.43,48.0
35,1648197933.026,24.0,0.0,0.0,29.5232,30.761021896364422,32.43,48.0
36,1648197933.077,24.0,0.0,0.0,29.5232,30.07872867235328,29.59,48.0
37,1648197933.127,25.0,0.0,0.0,28.15248,29.073688370197218,29.59,48.0
38,1648197933.18,26.0,0.0,0.0,28.15248,28.364533994912,32.53,48.0
39,1648197933.233,35.0,0.0,0.0,49.5568,43.164135539796476,32.53,48.0
40,1648197933.286,36.0,0.0,0.0,49.5568,47.63479555875421,41.14,48.0
41,1648197933.35,25.0,0.0,0.0,37.53664,41.679041965305444,41.14,48.0
42,1648197933.401,29.0,0.0,0.0,27.73072,36.66174374813048,36.52,48.0
43,1648197933.455,26.0,0.0,0.0,27.73072,30.080254218272263,36.52,48.0
44,1648197933.507,27.0,0.0,0.0,30.26128,29.246472463301938,32.43,48.0
45,1648197933.559,24.0,0.0,0.0,30.26128,29.994308922587763,32.43,48.0
46,1648197933.61,34.0,0.0,0.0,50.71664,36.95169250124186,36.73,48.0
47,1648197933.661,28.0,0.0,0.0,50.71664,46.57810114959925,36.73,48.0
48,1648197933.717,24.0,0.0,0.0,39.64544,47.03307900745443,41.77,48.0
49,1648197933.768,33.0,0.0,0.0,39.64544,42.18389862971618,34.32,48.0
50,1648197933.83,22.0,0.0,0.0,24.98928,34.34365930444037,34.32,48.0
51,1648197933.88,25.0,0.0,0.0,24.98928,28.662706435240143,30.33,48.0
52,1648197933.935,28.0,0.0,0.0,31.31568,30.25918866461828,30.33,48.0
53,1648197933.988,36.0,0.0,0.0,31.31568,31.10288443325603,42.61,48.0
54,1648197934.042,23.0,0.0,0.0,43.12496,37.741446472519385,42.61,48.0
55,1648197934.103,22.0,0.0,0.0,29.83952,39.84568465939687,31.69,48.0
56,1648197934.157,25.0,0.0,0.0,29.83952,33.27772738998984,31.69,48.0
57,1648197934.21,26.0,0.0,0.0,39.54,34.64520156008077,32.85,48.0
58,1648197934.261,39.0,0.0,0.0,39.54,38.413260820185904,32.85,48.0
59,1648197934.312,31.0,0.0,0.0,31.84288,37.158072906642595,43.24,48.0
60,1648197934.364,42.0,0.0,0.0,31.84288,33.44093421295644,43.24,48.0
61,1648197934.426,26.0,0.0,0.0,33.31904,32.98231337851767,32.01,48.0
62,1648197934.479,33.0,0.0,0.0,33.31904,33.21780051433582,32.74,48.0
63,1648197934.534,45.0,0.0,0.0,42.7032,38.46119448180605,32.74,48.0
64,1648197934.597,24.0,0.0,0.0,26.8872,39.268609083051075,34.32,48.0
65,1648197934.649,24.0,0.0,0.0,26.8872,30.609767232278543,34.32,48.0
66,1648197934.7,35.0,0.0,0.0,25.51648,28.177696903654276,29.7,48.0
67,1648197934.753,45.0,0.0,0.0,25.51648,26.430897854988757,29.7,48.0
68,1648197934.807,24.0,0.0,0.0,30.5776,26.508208145995617,30.54,48.0
69,1648197934.857,44.0,0.0,0.0,30.5776,29.179320677056527,30.54,48.0
70,1648197934.916,22.0,0.0,0.0,30.99936,30.2363525078497,31.8,48.0
71,1648197934.966,24.0,0.0,0.0,30.99936,30.699730083280592,31.8,48.0
72,1648197935.02,30.0,0.0,0.0,38.16928,33.27590767802643,34.11,48.0
73,1648197935.07,39.0,0.0,0.0,38.16928,36.48787364181247,34.11,48.0
74,1648197935.123,38.0,0.0,0.0,36.48224,36.76979167485917,31.69,48.0
75,1648197935.187,22.0,0.0,0.0,36.48224,36.55788782254044,32.43,48.0
76,1648197935.238,25.0,0.0,0.0,23.61856,28.69978103355332,32.43,48.0
77,1648197935.29,28.0,0.0,0.0,23.61856,25.146268744020347,31.9,48.0
78,1648197935.341,39.0,0.0,0.0,29.10144,27.240674089477896,31.9,48.0
79,1648197935.394,28.0,0.0,0.0,29.10144,28.462064242917076,30.75,48.0
80,1648197935.445,28.0,0.0,0.0,34.58432,31.836680276927755,30.75,48.0
81,1648197935.512,25.0,0.0,0.0,24.98928,32.305953135691595,26.03,48.0
82,1648197935.576,22.0,0.0,0.0,24.98928,27.86250756966919,26.03,48.0
83,1648197935.633,24.0,0.0,0.0,19.5064,24.468992332550087,21.93,48.0
84,1648197935.691,26.0,0.0,0.0,19.5064,20.811936837151812,28.44,48.0
85,1648197935.741,36.0,0.0,0.0,31.632,27.31892064630685,28.44,48.0
86,1648197935.795,28.0,0.0,0.0,31.632,30.335239044556417,34.32,48.0
87,1648197935.852,23.0,0.0,0.0,38.16928,35.09288420676762,34.32,48.0
88,1648197935.902,35.0,0.0,0.0,29.20688,35.143775104785625,29.8,48.0
89,1648197935.955,47.0,0.0,0.0,29.20688,30.991853828932225,29.8,48.0
90,1648197936.022,23.0,0.0,0.0,30.47216,30.161187556838517,35.16,48.0
91,1648197936.072,35.0,0.0,0.0,30.47216,30.365307095959803,35.16,48.0
92,1648197936.125,38.0,0.0,0.0,36.904,33.10164731736804,33.37,48.0
93,1648197936.179,25.0,0.0,0.0,36.904,35.197521916355264,33.37,48.0
94,1648197936.241,24.0,0.0,0.0,29.10144,31.269403233463226,24.56,48.0
95,1648197936.294,24.0,0.0,0.0,29.10144,30.074411750082835,29.49,48.0
96,1648197936.351,23.0,0.0,0.0,18.76832,25.395743411120325,29.49,48.0
97,1648197936.406,25.0,0.0,0.0,17.3976,21.846322187216167,16.79,48.0
98,1648197936.461,27.0,0.0,0.0,17.3976,19.144594979966442,16.79,48.0
99,1648197936.514,29.0,0.0,0.0,38.90736,26.75832530465999,31.06,48.0
100,1648197936.568,32.0,0.0,0.0,38.90736,36.4603349872932,31.06,48.0
101,1648197936.623,28.0,0.0,0.0,43.54672,39.70299408987982,45.23,48.0
102,1648197936.678,23.0,0.0,0.0,43.54672,42.5355295915793,45.23,48.0
103,1648197936.729,35.0,0.0,0.0,37.32576,40.16909193176902,36.52,48.0
104,1648197936.783,38.0,0.0,0.0,37.32576,38.4423248026871,36.52,48.0
105,1648197936.834,32.0,0.0,0.0,23.724,29.40105935479095,34.74,48.0
106,1648197936.887,32.0,0.0,0.0,23.724,26.271837661864463,34.74,48.0
107,1648197936.941,31.0,0.0,0.0,34.05712,31.17684170077549,33.79,48.0
108,1648197936.994,44.0,0.0,0.0,34.05712,33.06743069638445,33.79,48.0
109,1648197937.051,24.0,0.0,0.0,37.4312,35.931769960757954,34.74,48.0
110,1648197937.105,35.0,0.0,0.0,28.996,35.00338466115319,34.74,48.0
111,1648197937.155,36.0,0.0,0.0,28.996,31.06019093024734,32.85,48.0
112,1648197937.209,30.0,0.0,0.0,30.0504,29.96464948161368,32.85,48.0
113,1648197937.261,25.0,0.0,0.0,30.0504,30.011915568780395,34.21,48.0
114,1648197937.312,34.0,0.0,0.0,31.73744,30.735304531313222,34.21,48.0
115,1648197937.363,40.0,0.0,0.0,31.73744,31.393097318113977,28.02,48.0
116,1648197937.422,23.0,0.0,0.0,28.996,30.484662581286475,28.02,48.0
117,1648197937.474,45.0,0.0,0.0,28.996,29.50751773555654,28.75,48.0
118,1648197937.526,23.0,0.0,0.0,30.0504,29.710459737822266,28.75,48.0
119,1648197937.581,26.0,0.0,0.0,30.0504,29.87604160197689,32.74,48.0
120,1648197937.632,24.0,0.0,0.0,17.60848,25.84138868319007,32.74,48.0
121,1648197937.688,28.0,0.0,0.0,17.60848,21.303370875505934,18.68,48.0
122,1648197937.739,25.0,0.0,0.0,29.10144,25.699099452498942,18.68,48.0
123,1648197937.793,32.0,0.0,0.0,29.10144,28.41614996418546,34.84,48.0
124,1648197937.857,27.0,0.0,0.0,51.1384,45.90793960757833,40.19,48.0
125,1648197937.911,37.0,0.0,0.0,20.45536,36.64396190195722,40.19,48.0
126,1648197937.962,27.0,0.0,0.0,20.45536,26.017907947943506,31.06,48.0
127,1648197938.015,29.0,0.0,0.0,34.37344,26.213855478544637,31.06,48.0
128,1648197938.066,26.0,0.0,0.0,34.37344,30.711456665021124,25.92,48.0
129,1648197938.119,25.0,0.0,0.0,33.10816,32.85479489199781,25.92,48.0
130,1648197938.172,39.0,0.0,0.0,33.10816,33.02110148993634,32.95,48.0
131,1648197938.223,27.0,0.0,0.0,26.04368,28.7879582780675,32.95,48.0
132,1648197938.276,27.0,0.0,0.0,26.04368,27.121346838624255,32.95,48.0
133,1648197938.331,27.0,0.0,0.0,24.88384,25.9623841319935,32.95,48.0
134,1648197938.382,28.0,0.0,0.0,24.88384,25.254437379843008,25.19,48.0
135,1648197938.434,25.0,0.0,0.0,38.27472,34.33395569064856,25.19,48.0
136,1648197938.485,30.0,0.0,0.0,38.27472,37.36759101394258,44.92,48.0
137,1648197938.538,29.0,0.0,0.0,43.12496,40.94755521318859,44.92,48.0
138,1648197938.605,24.0,0.0,0.0,39.64544,42.251453141831526,41.77,48.0
139,1648197938.657,33.0,0.0,0.0,39.64544,40.54088935024045,41.77,48.0
140,1648197938.708,29.0,0.0,0.0,26.57088,35.59903758284575,32.85,48.0
141,1648197938.77,22.0,0.0,0.0,26.57088,31.201502695766855,32.85,48.0
142,1648197938.822,25.0,0.0,0.0,23.09136,26.94941730675694,23.93,48.0
143,1648197938.875,23.0,0.0,0.0,23.09136,23.979450567742138,35.58,48.0
144,1648197938.926,32.0,0.0,0.0,48.81872,38.92012168354619,35.58,48.0
145,1648197938.977,23.0,0.0,0.0,48.81872,45.84262919392526,43.55,48.0
146,1648197939.028,31.0,0.0,0.0,30.0504,40.029433274160006,43.55,48.0
147,1648197939.079,31.0,0.0,0.0,30.0504,33.479284804124305,32.22,48.0
148,1648197939.129,43.0,0.0,0.0,40.17264,36.80802146418694,32.22,48.0
149,1648197939.184,24.0,0.0,0.0,40.17264,38.85136808321043,32.53,48.0
150,1648197939.249,22.0,0.0,0.0,26.8872,30.48432047064168,32.53,48.0
151,1648197939.301,25.0,0.0,0.0,29.83952,28.870610827676863,29.28,48.0
152,1648197939.361,23.0,0.0,0.0,29.83952,29.548209898560764,29.28,48.0
153,1648197939.417,25.0,0.0,0.0,18.66288,27.07057944595675,24.56,48.0
154,1648197939.473,28.0,0.0,0.0,18.66288,22.43621615157076,24.56,48.0
155,1648197939.528,23.0,0.0,0.0,28.15248,25.02807489559068,22.77,48.0
156,1648197939.58,26.0,0.0,0.0,28.15248,27.43326966111477,22.77,48.0
157,1648197939.634,33.0,0.0,0.0,37.11488,32.876360637364755,40.82,48.0
158,1648197939.701,24.0,0.0,0.0,23.93488,33.80293080820907,30.85,48.0
159,1648197939.753,23.0,0.0,0.0,23.93488,29.719350212526848,30.85,48.0
160,1648197939.803,26.0,0.0,0.0,22.45872,26.71726645940975,18.68,48.0
161,1648197939.856,23.0,0.0,0.0,22.45872,23.92199453182648,18.68,48.0
162,1648197939.907,31.0,0.0,0.0,45.3392,30.347898754227845,38.31,48.0
163,1648197939.962,25.0,0.0,0.0,45.3392,40.83194832836911,38.31,48.0
164,1648197940.016,28.0,0.0,0.0,33.00272,41.77430655000419,31.8,48.0
165,1648197940.067,25.0,0.0,0.0,33.00272,35.63996592630085,31.8,48.0
166,1648197940.121,27.0,0.0,0.0,26.14912,31.646677775949545,34.74,48.0
167,1648197940.179,25.0,0.0,0.0,26.14912,27.802003633602133,34.74,48.0
168,1648197940.234,22.0,0.0,0.0,35.11152,32.41243860294339,36.0,48.0
169,1648197940.284,30.0,0.0,0.0,35.11152,34.49021540556173,36.0,48.0
170,1648197940.336,30.0,0.0,0.0,38.16928,36.5834858285068,42.29,48.0
171,1648197940.387,24.0,0.0,0.0,38.16928,37.75209628465719,42.29,48.0
172,1648197940.439,47.0,0.0,0.0,49.0296,45.18814637321581,39.46,48.0
173,1648197940.501,26.0,0.0,0.0,27.83616,45.06046228418237,39.46,48.0
174,1648197940.552,29.0,0.0,0.0,27.83616,33.01478085420712,35.37,48.0
175,1648197940.606,26.0,0.0,0.0,26.67632,30.015320796190696,35.37,48.0
176,1648197940.663,25.0,0.0,0.0,26.67632,27.680216638022117,27.81,48.0
177,1648197940.717,28.0,0.0,0.0,38.59104,31.870950569269095,27.81,48.0
178,1648197940.767,36.0,0.0,0.0,38.59104,37.044135025995764,36.1,48.0
179,1648197940.819,36.0,0.0,0.0,42.38688,39.97487069774308,36.1,48.0
180,1648197940.871,28.0,0.0,0.0,42.38688,41.558092098737966,41.35,48.0
181,1648197940.922,23.0,0.0,0.0,30.0504,37.0326365377751,41.35,48.0
182,1648197940.975,25.0,0.0,0.0,30.0504,32.792295687593914,34.32,48.0
183,1648197941.027,27.0,0.0,0.0,33.7408,33.01292082449227,33.9,48.0
184,1648197941.081,34.0,0.0,0.0,33.7408,33.5941925868712,33.9,48.0
185,1648197941.133,41.0,0.0,0.0,50.6112,43.94218436241234,41.24,48.0
186,1648197941.185,35.0,0.0,0.0,50.6112,48.606108421366905,41.24,48.0
187,1648197941.24,23.0,0.0,0.0,30.15584,37.499608738880426,35.26,48.0
188,1648197941.304,22.0,0.0,0.0,28.996,32.218821362508436,35.26,48.0
189,1648197941.358,27.0,0.0,0.0,28.996,30.442387140189197,30.64,48.0
190,1648197941.415,23.0,0.0,0.0,26.46544,29.114547577441403,30.64,48.0
191,1648197941.471,24.0,0.0,0.0,26.46544,27.824190947694632,26.24,48.0
192,1648197941.522,25.0,0.0,0.0,16.23776,23.786422064755364,26.24,48.0
193,1648197941.574,27.0,0.0,0.0,16.23776,18.50732413937321,23.09,48.0
194,1648197941.625,30.0,0.0,0.0,45.23376,34.36958310595647,23.09,48.0
195,1648197941.685,23.0,0.0,0.0,45.23376,42.375660404053754,42.82,48.0
196,1648197941.737,22.0,0.0,0.0,30.0504,38.756120178556266,42.82,48.0
197,1648197941.801,23.0,0.0,0.0,24.04032,31.58940235189477,25.92,48.0
198,1648197941.855,24.0,0.0,0.0,24.04032,28.46545347824691,27.18,48.0
199,1648197941.905,26.0,0.0,0.0,21.50976,25.99369050198047,27.18,48.0
200,1648197941.96,24.0,0.0,0.0,21.50976,23.05047849833414,26.24,48.0
201,1648197942.012,30.0,0.0,0.0,42.49232,28.790303793323584,26.24,48.0
202,1648197942.068,26.0,0.0,0.0,42.49232,38.8876541918225,44.18,48.0
203,1648197942.134,24.0,0.0,0.0,31.21024,36.7398172676461,44.18,48.0
204,1648197942.187,27.0,0.0,0.0,31.21024,33.38168234262899,28.96,48.0
205,1648197942.243,30.0,0.0,0.0,30.15584,31.089394686219315,28.96,48.0
206,1648197942.296,31.0,0.0,0.0,30.15584,30.343874006420663,38.1,48.0
207,1648197942.348,29.0,0.0,0.0,46.9208,41.93681787795882,38.1,48.0
208,1648197942.412,23.0,0.0,0.0,39.64544,45.00752008673493,41.03,48.0
209,1648197942.462,26.0,0.0,0.0,39.64544,41.751106885790804,41.03,48.0
210,1648197942.514,24.0,0.0,0.0,29.62864,39.11686591567479,34.32,48.0
211,1648197942.569,26.0,0.0,0.0,29.62864,32.88887901980567,30.22,48.0
212,1648197942.62,24.0,0.0,0.0,22.98592,28.899203447117294,30.22,48.0
213,1648197942.671,25.0,0.0,0.0,22.98592,24.763794799851897,30.96,48.0
214,1648197942.722,31.0,0.0,0.0,44.17936,35.07709435054892,30.96,48.0
215,1648197942.776,38.0,0.0,0.0,44.17936,41.44269282271364,39.15,48.0
216,1648197942.832,25.0,0.0,0.0,26.36,35.57717826194549,39.15,48.0
217,1648197942.885,31.0,0.0,0.0,26.36,29.527104629376034,24.98,48.0
218,1648197942.937,24.0,0.0,0.0,27.83616,28.70346060992197,24.98,48.0
