,RTT_average,Loss_average,send_rate_average,delivery_rate_average
0,92.18971275885103,0.0,27.820227783567134,27.650661322645288
1,90.625,0.0,27.78485667379679,27.66273395721925
2,91.17368069472278,0.0,27.804309653974613,27.652004008016036
3,93.76737967914438,0.0,27.833812973262035,27.661263368983956
4,95.41978609625669,0.0,27.808637058823532,27.662406417112294
