,RTT_average,Loss_average,send_rate_average,delivery_rate_average
0,59.68304172274563,0.0,27.58352973351279,27.44240242261104
1,59.21063257065949,0.0,27.55055667294751,27.418815612382236
2,71.89165545087484,0.0,27.75773279138627,27.59399730820996
3,72.70477471418964,0.0,27.800670611970407,27.6642568930733
4,72.86886348352387,0.0,27.76760627303295,27.609966375252185
