,RTT_average,queue_delay_average,end2end_average,send_rate_average,delivery_rate_average
0,99.5965902895431,0.0,99.5965902895431,29.701334915077087,29.54292592108701
1,99.7631858772002,0.0,99.7631858772002,29.713796056914305,29.55220641269425
2,174.67468135286887,0.0,174.67468135286887,29.73102835156505,29.5534182839966
