,time,rtt,queue_delay,packet_loss,server_sending_rate,delivery_rate,bandwidth
0,1641633746,26.0,9.68027114868164,10.0,0.0,0.0,0.0
1,1641633746,31.0,1.7175674438476562,0.0,0.0,0.0,0.0
2,1641633746,22.0,0.13828277587890625,0.0,0.0,0.0,0.0
3,1641633746,22.0,0.12421607971191406,0.0,2.73992,0.0,34.297943115234375
4,1641633747,26.0,3.870248794555664,0.0,2.73992,0.0,34.297943115234375
5,1641633747,22.0,0.12922286987304688,0.0,2.73992,3.51,34.297943115234375
6,1641633747,23.0,0.1552104949951172,0.0,2.73992,3.51,34.297943115234375
7,1641633748,23.0,0.12087821960449219,0.0,0.86232,3.51,34.297943115234375
8,1641633748,25.0,3.1747817993164062,0.0,0.86232,3.51,34.297943115234375
9,1641633748,26.0,3.650188446044922,0.0,0.86232,0.77,34.297943115234375
10,1641633748,23.0,0.1327991485595703,0.0,0.86232,0.77,34.297943115234375
11,1641633748,22.0,0.15878677368164062,0.0,1.428008,0.77,22.86529541015625
12,1641633749,22.0,0.13637542724609375,0.0,1.428008,0.77,22.86529541015625
13,1641633749,26.0,0.20241737365722656,0.0,1.428008,0.75,22.86529541015625
14,1641633749,62.0,3.0286312103271484,0.0,1.428008,0.75,22.86529541015625
15,1641633749,61.0,0.14448165893554688,0.0,1.428008,0.75,22.86529541015625
16,1641633749,23.0,0.1423358917236328,0.0,1.428008,0.75,22.86529541015625
17,1641633750,23.0,0.202178955078125,0.0,1.541992,0.75,22.86529541015625
18,1641633750,23.0,0.12445449829101562,0.0,1.541992,1.53,22.86529541015625
19,1641633750,27.0,8.370637893676758,0.0,1.541992,1.53,22.86529541015625
20,1641633750,45.0,12.579917907714844,0.0,1.541992,1.53,22.86529541015625
21,1641633750,95.0,34.89375114440918,0.0,1.541992,1.53,22.86529541015625
22,1641633750,110.0,76.22551918029785,0.0,1.541992,1.53,22.86529541015625
23,1641633750,125.0,115.51547050476074,0.0,1.541992,1.53,22.86529541015625
24,1641633750,97.0,139.129638671875,0.0,3.758528,1.53,11.432647705078125
25,1641633750,31.0,63.66562843322754,0.0,3.758528,1.53,11.432647705078125
26,1641633751,54.0,0.1461505889892578,0.0,3.758528,1.53,11.432647705078125
27,1641633751,22.0,0.13375282287597656,0.0,3.758528,1.53,11.432647705078125
28,1641633751,22.0,21.38376235961914,0.0,3.758528,1.53,11.432647705078125
29,1641633751,59.0,59.90862846374512,0.0,3.758528,1.53,11.432647705078125
30,1641633751,63.0,98.9677906036377,0.0,3.758528,1.53,11.432647705078125
31,1641633751,61.0,106.61721229553223,0.0,3.758528,9.43,11.432647705078125
32,1641633751,64.0,107.60736465454102,0.0,3.758528,9.43,11.432647705078125
33,1641633751,75.0,62.497854232788086,0.0,3.758528,9.43,11.432647705078125
34,1641633751,72.0,8.327960968017578,0.0,3.758528,9.43,11.432647705078125
35,1641633751,63.0,15.575885772705078,0.0,3.758528,9.43,11.432647705078125
36,1641633751,53.0,0.9870529174804688,0.0,3.758528,9.43,11.432647705078125
37,1641633751,34.0,6.591081619262695,0.0,3.758528,9.43,11.432647705078125
38,1641633751,50.0,4.1351318359375,0.0,3.758528,9.43,11.432647705078125
39,1641633751,49.0,1.97601318359375,0.0,3.758528,9.43,11.432647705078125
40,1641633751,28.0,5.908489227294922,0.0,3.758528,9.43,11.432647705078125
41,1641633751,49.0,0.7126331329345703,0.0,17.662248,9.43,11.432647705078125
42,1641633751,101.0,4.595041275024414,0.0,17.662248,9.43,11.432647705078125
43,1641633752,58.0,1.2006759643554688,0.0,17.662248,9.43,11.432647705078125
44,1641633752,90.0,11.58761978149414,0.0,17.662248,9.43,11.432647705078125
45,1641633752,100.0,20.2333927154541,0.0,17.662248,9.43,11.432647705078125
46,1641633752,143.0,35.08162498474121,0.0,17.662248,9.43,11.432647705078125
