,time,rtt,queue_delay,packet_loss,server_sending_rate,sending_rate_ewma,delivery_rate,bandwidth
0,1648028274.76,25.0,9.782791137695312,5.0,0.0,0.0,0.0,0.0
1,1648028274.813,28.0,12.041807174682617,0.0,0.0,0.0,0.0,0.0
2,1648028275.12,23.0,1.790761947631836,0.0,0.05968,0.00746,0.2,0.0
3,1648028275.591,23.0,18.20826530456543,0.0,0.074,0.0157775,0.07,34.297943115234375
4,1648028276.119,23.0,2.1686553955078125,0.0,0.0916,1.3507647894287107,0.1,34.297943115234375
5,1648028276.687,23.0,7.312297821044922,0.0,0.09176,1.193389190750122,0.09,34.297943115234375
6,1648028276.757,26.0,20.212888717651367,0.0,6.75808,1.5708048063942976,6.72,34.297943115234375
7,1648028277.347,22.0,1.4240741729736328,0.0,0.10216,2.45102087615868,0.1,34.297943115234375
8,1648028277.861,22.0,0.4124641418457031,0.0,0.18576,2.167863266638845,0.18,34.297943115234375
9,1648028277.935,23.0,9.888887405395508,0.0,0.18576,1.3476325447265298,0.18,34.297943115234375
10,1648028278.251,22.0,1.7735958099365234,0.0,0.09472,0.9527438336742181,0.09,34.297943115234375
11,1648028278.92,23.0,0.6353855133056641,0.0,0.07928,0.8435608544649408,0.07,34.297943115234375
12,1648028279.065,23.0,19.109010696411133,0.0,0.06656,0.7464357476568232,0.06,34.297943115234375
13,1648028279.12,35.0,4.618644714355469,0.0,17.32784,12.342511454525098,9.18,34.297943115234375
14,1648028279.172,27.0,11.0626220703125,0.0,20.6652,16.15231565120409,9.18,34.297943115234375
15,1648028279.23,22.0,2.9993057250976562,0.0,20.6652,17.641920055396493,28.52,34.297943115234375
16,1648028279.292,27.0,21.49510383605957,0.0,13.25408,17.966618802003655,11.9,34.297943115234375
17,1648028279.356,26.0,18.224716186523438,0.0,13.25408,16.016483726467474,11.9,34.297943115234375
18,1648028279.415,23.0,6.61158561706543,0.0,14.36208,15.24317468394208,15.58,34.297943115234375
19,1648028279.661,24.0,15.528678894042969,0.0,0.07504,13.34715784844932,0.07,34.297943115234375
20,1648028279.716,61.0,16.05844497680664,0.0,0.07504,6.031504358338221,0.07,34.297943115234375
21,1648028279.771,102.0,65.34647941589355,0.0,35.23928,17.29988142491964,23.11,34.297943115234375
22,1648028279.826,63.0,113.64865303039551,0.0,35.23928,27.18816190094136,23.11,34.297943115234375
23,1648028279.883,57.0,73.66609573364258,0.0,17.20824,22.843217420821563,23.39,34.297943115234375
24,1648028279.936,52.0,69.68951225280762,0.0,17.20824,19.737191486901224,23.39,34.297943115234375
25,1648028279.99,53.0,21.51632308959961,0.0,24.56232,22.39682491166093,23.54,34.297943115234375
26,1648028280.045,54.0,9.294271469116211,0.0,24.20136,23.545335941894518,23.54,34.297943115234375
27,1648028280.123,22.0,20.57194709777832,0.0,24.20136,23.906939473830978,23.22,34.297943115234375
28,1648028280.18,42.0,17.702579498291016,0.0,14.72968,19.45565475279518,17.43,34.297943115234375
29,1648028280.234,51.0,5.4473876953125,0.0,14.72968,16.85067534489288,17.43,34.297943115234375
30,1648028280.285,22.0,3.4444332122802734,0.0,19.27744,16.71905117831691,22.8,34.297943115234375
31,1648028280.341,40.0,8.365869522094727,0.0,19.27744,18.129247073661062,22.8,34.297943115234375
32,1648028280.422,22.0,9.523630142211914,0.0,21.55672,19.44086205709904,18.3,34.297943115234375
33,1648028280.494,27.0,20.998001098632812,0.0,11.35128,19.195797554738267,14.63,34.297943115234375
34,1648028280.549,36.0,6.337881088256836,0.0,11.35128,14.871862755269632,14.63,34.297943115234375
35,1648028280.606,35.0,10.775089263916016,0.0,20.8696,16.298807572260028,17.66,34.297943115234375
36,1648028280.66,33.0,22.3848819732666,0.0,20.8696,18.818249756121897,17.66,34.297943115234375
37,1648028280.728,29.0,2.391815185546875,0.0,26.094,22.82867735121912,20.71,34.297943115234375
38,1648028280.781,38.0,6.724119186401367,0.0,12.00064,20.60335767864875,14.17,34.297943115234375
39,1648028280.857,24.0,22.08733558654785,0.0,12.00064,17.763788757376016,14.17,34.297943115234375
40,1648028280.913,31.0,46.95248603820801,0.0,12.98608,15.06711320128071,11.65,34.297943115234375
41,1648028280.972,32.0,2.432584762573242,0.0,12.98608,13.920037958593271,22.86,34.297943115234375
42,1648028281.028,27.0,5.215167999267578,0.0,21.6412,14.693648866791976,22.86,34.297943115234375
43,1648028281.082,43.0,0.8649826049804688,0.0,21.6412,18.523171575657692,16.33,34.297943115234375
44,1648028281.16,24.0,4.693031311035156,0.0,25.28304,22.015751162050446,16.33,34.297943115234375
45,1648028281.223,24.0,2.245664596557617,0.0,25.28304,23.094211735514264,17.57,34.297943115234375
46,1648028281.282,40.0,3.5567283630371094,0.0,8.85424,18.393908565002725,7.89,34.297943115234375
47,1648028281.337,66.0,2.541065216064453,0.0,23.986,15.027068593002344,7.89,34.297943115234375
48,1648028281.426,23.0,23.266315460205078,0.0,23.986,18.73443888959927,23.32,34.297943115234375
49,1648028281.499,24.0,16.973018646240234,0.0,9.51184,14.57888995682703,13.0,22.86529541015625
50,1648028281.552,31.0,7.625341415405273,0.0,17.75024,14.837242607796234,13.0,22.86529541015625
51,1648028281.623,23.0,0.8440017700195312,0.0,17.75024,16.4429004072747,16.94,22.86529541015625
52,1648028281.681,42.0,2.8715133666992188,0.0,10.98064,14.639927733779729,16.94,22.86529541015625
53,1648028281.74,32.0,3.0786991119384766,0.0,10.98064,12.857521376392695,12.54,22.86529541015625
54,1648028281.826,22.0,23.10037612915039,0.0,21.824,15.522465166413328,17.31,22.86529541015625
